estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,true_sums,absolute_error,normalized_error,relative_error
8590.710148662041,0.0714,-1,1,1,9,9,9,9,1,0,4,4,0,3858405,3849814.289851338,6.417063026685166,0.9977735074082006
-20033.28526546033,4.8901,-1,1,1,5497,450,450,450,259,120,68,3,0,1921110,1941143.2852654604,3.235594724195429,1.010427974069918
42452.74622164507,71.4713,3,1,1,425,221,221,221,0,0,0,221,0,1039460,997007.253778355,1.6618615610689758,0.9591588457260067
36862.60137496551,0.1119,-1,1,1,1,1,1,1,0,0,0,0,1,1107130,1070267.3986250344,1.7839752349842388,0.9667043604861528
-5868.222945711661,0.075,-1,21,7,1,1,7,7,0,0,0,0,7,7671537,7677405.222945712,12.797083050711764,1.0007649344512985
37235.73400650583,0.1659,-1,1,1,17,17,17,7,2,0,2,3,0,378082,340846.2659934942,0.568139605345745,0.9015141318377871
8528.13878144732,0.19,-1,1,1,17,17,17,17,6,4,3,4,0,3852069,3843540.8612185526,6.406606162042079,0.9977860887794462
36990.55991852439,0.1595,-1,1,1,17,17,17,10,1,3,4,2,0,226005,189014.4400814756,0.31505872326201817,0.8363285771619017
36870.4261188133,7.5053,-1,1,1,5497,641,641,316,92,174,44,6,0,354505,317634.5738811867,0.5294491958801913,0.8959946231539379
-16723.549800044828,22.7959,-1,1,1,19333,3229,3229,3229,1073,2120,20,16,0,2271997,2288720.549800045,3.814953894595147,1.007360727060839
36230.16582429584,3.6007,-1,1,1,730,728,728,728,671,24,29,4,0,984713,948482.8341757042,1.580978631275614,0.9632073854774987
36954.876809385954,6.2428,-1,1,1,8257,1198,1198,430,261,137,26,6,0,334104,297149.12319061405,0.49530302198344156,0.889391097354758
35006.92151710921,68.0887,3,1,1,360,198,198,198,0,0,0,198,0,947465,912458.0784828907,1.5209307665224687,0.9630520161514048
31341.06560160876,44.2211,-1,7,7,19248,2061,14427,8022,374,7403,133,112,0,912366,881024.9343983913,1.4685364296712493,0.9656485822557956
37212.231635651326,0.212,-1,1,1,17,17,17,7,4,0,2,1,0,52210,14997.768364348674,0.024999030500602856,0.2872585398266362
36850.91055456172,0.0833,-1,1,1,13,13,13,4,0,1,0,3,0,113988,77137.08944543828,0.1285759590978979,0.6767123683671814
8367.435973476391,0.135,-1,1,1,17,17,17,17,6,4,3,4,0,3828810,3820442.5640265234,6.368104764901678,0.9978146118576068
37837.78021978022,2.1432,-1,154,77,17,17,1309,513,0,175,301,37,0,43015,5177.219780219777,0.008629648895078086,0.12035847449075385
-14745.209655438572,9.0363,-1,7,7,8257,697,4879,907,664,0,187,56,0,2117687,2132432.2096554385,3.554444671672948,1.0069628843428886
37204.90492264416,0.2414,-1,1,1,17,17,17,17,1,5,8,3,0,546927,509722.09507735586,0.849630284460217,0.9319746420954823
