runtimes,true_counts,estimates,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,absolute_error,normalized_error,relative_error,total_sketch_queries
0.0004930496215820312,1243,1243.0,1,1,8,8,8,8,0,0,4,4,0,0.0,0.0,0.0,25
0.012180328369140625,623,623.0,1,1,4957,86,86,85,3,27,52,3,0,0.0,0.0,0.0,5129
0.028369665145874023,278,327.0,1,1,425,134,134,134,0,0,0,134,0,49.0,0.0098,0.17625899280575538,694
0.0003788471221923828,356,356.0,1,1,5,5,5,2,0,0,0,0,2,0.0,0.0,0.0,13
0.00045108795166015625,2507,2507.0,21,7,5,5,35,16,0,0,0,0,16,0.0,0.0,0.0,77
0.0007724761962890625,139,139.0,1,1,17,17,17,5,0,0,2,3,0,0.0,0.0,0.0,40
0.0007874965667724609,1256,1256.0,1,1,17,17,17,17,6,4,3,4,0,0.0,0.0,0.0,52
0.00079345703125,70,70.0,1,1,17,17,17,8,1,1,4,2,0,0.0,0.0,0.0,43
0.013567924499511719,131,131.0,1,1,4956,97,97,40,0,9,25,6,0,0.0,0.0,0.0,5094
0.007394552230834961,684,684.0,1,1,3018,255,255,255,24,201,14,16,0,0.0,0.0,0.0,3529
0.002857685089111328,321,321.0,1,1,629,57,57,57,17,7,29,4,0,0.0,0.0,0.0,744
0.014981508255004883,115,115.0,1,1,6770,97,97,33,6,8,13,6,0,0.0,0.0,0.0,6901
0.03568720817565918,300,268.0,1,1,360,122,122,122,0,0,0,122,0,32.0,0.0064,0.10666666666666667,605
0.009055614471435547,388,388.0,7,7,3018,220,1540,226,4,117,8,97,0,0.0,0.0,0.0,4791
0.0008132457733154297,22,22.0,1,1,17,17,17,6,3,0,2,1,0,0.0,0.0,0.0,41
0.0006701946258544922,36,36.0,1,1,13,13,13,3,0,0,0,3,0,0.0,0.0,0.0,30
0.0008406639099121094,1254,1254.0,1,1,17,17,17,17,6,4,3,4,0,0.0,0.0,0.0,52
0.0024890899658203125,12,12.0,154,67,17,17,1139,13,0,3,10,0,0,0.0,0.0,0.0,1323
0.013034343719482422,699,699.0,7,7,6361,53,371,132,4,0,82,46,0,0.0,0.0,0.0,6871
0.0012667179107666016,171,171.0,1,1,17,17,17,15,0,4,8,3,0,0.0,0.0,0.0,50
0.005747318267822266,745,745.0,1,1,1453,150,150,150,25,2,107,16,0,0.0,0.0,0.0,1754
