true_counts,estimates,cat_regions,num_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries,absolute_error,normalized_error,relative_error
114847,123631,125,12126,60525,22821,19209,18495,0,0,8784,0.01620936356473135,0.07648436615671285
1996,2007,1,2469,267,0,71,66,74,56,11,2.0298611021407652e-05,0.005511022044088177
218046,232137,125,16881,91632,12778,78854,0,0,0,14091,0.026002520718423204,0.06462397842657054
2842,2864,1,2612,355,0,79,122,93,61,22,4.0597222042815305e-05,0.007741027445460943
83957,85446,4750,3515,19602,2327,5699,2302,4918,4356,1489,0.002747693800988727,0.01773526924497064
1043,1054,1,2897,265,0,59,83,64,59,11,2.0298611021407652e-05,0.010546500479386385
124895,125619,125,2634,15737,0,3206,4681,4535,3315,724,0.0013360176708635582,0.005796869370271028
2443,2473,1,3305,383,64,45,117,94,63,30,5.535984824020269e-05,0.012279983626688497
4836,4872,1,3982,560,47,171,179,112,51,36,6.643181788824323e-05,0.007444168734491315
11409,11671,1,9511,1697,659,0,1038,0,0,262,0.0004834760079644368,0.02296432640897537
6570,6758,1,6222,1803,26,1165,612,0,0,188,0.00034692171563860353,0.028614916286149164
1542,1555,1,3188,243,22,26,84,72,39,13,2.39892675707545e-05,0.008430609597924773
2997,3113,1,6222,1274,14,809,451,0,0,116,0.00021405807986211707,0.038705372038705374
220209,234920,125,17493,93899,15045,78854,0,0,0,14711,0.027146624248720726,0.06680471733671194
218046,232137,125,16881,91632,12778,78854,0,0,0,14091,0.026002520718423204,0.06462397842657054
50189,51621,4750,3615,20744,2505,5152,2411,6118,4558,1432,0.0026425100893323417,0.028532148478750324
3049,3071,1,2819,380,0,113,114,97,56,22,4.0597222042815305e-05,0.007215480485405051
9927,10417,1,16881,3232,566,2666,0,0,0,490,0.0009042108545899773,0.04936033041200766
122908,124680,125,4119,19462,3711,5145,2688,4570,3348,1772,0.0032699217027213055,0.014417287727405864
6829,6870,1,2908,694,0,241,190,169,94,41,7.565845926161035e-05,0.006003807292429345
5046,5322,1,12103,1780,826,504,450,0,0,276,0.0005093106038098648,0.054696789536266346
4752,4958,1,6594,1861,18,1303,540,0,0,206,0.0003801376245827251,0.04335016835016835
4838,5091,1,11130,1729,659,620,450,0,0,253,0.000466868053492376,0.05229433650268706
120095,121184,125,3295,17011,2314,1726,5249,4420,3302,1089,0.0020095624911193577,0.009067821308131063
5740,6125,1,11130,2100,1103,389,608,0,0,385,0.0007104513857492679,0.06707317073170732
5163,5457,1,17493,2291,346,1945,0,0,0,294,0.0005425265127539864,0.05694363742010459
2910,2945,1,3888,389,60,105,56,103,65,35,6.45864896135698e-05,0.012027491408934709
3167,3184,1,2662,357,0,75,114,105,63,17,3.137058066944819e-05,0.0053678560151563
5522,5547,1,2778,472,0,124,135,131,82,25,4.613320686683558e-05,0.004527345164795364
3848,3883,1,2697,502,0,142,156,120,84,35,6.45864896135698e-05,0.009095634095634096
6719,6821,1,4387,976,180,318,270,98,110,102,0.00018822348401668915,0.015180830480726298
135494,145577,125,12103,66317,28149,18698,19470,0,0,10083,0.018606444993532124,0.07441657933192614
124987,125917,125,2757,16551,0,4041,4976,4152,3382,930,0.0017161552954462833,0.0074407738404794095
122516,123245,125,2585,15557,0,3316,4595,4254,3392,729,0.0013452443122369253,0.005950243233536844
2142,2241,1,6594,937,20,602,315,0,0,99,0.00018268749919266887,0.046218487394957986
81200,83225,4750,4119,21850,4742,5623,2268,4975,4242,2025,0.0037367897562136814,0.024938423645320198
122039,122771,125,2643,15508,0,3420,4442,4254,3392,732,0.0013507802970609457,0.005998082580158801
125805,126754,125,2897,16729,0,4590,4289,4535,3315,949,0.0017512165326650784,0.007543420372799173
79597,84926,4750,6222,47258,561,30442,16255,0,0,5329,0.009833754375734671,0.06694975941304321
120505,121309,125,2684,15541,0,3470,4537,4152,3382,804,0.001483643932837432,0.006671922326874404
124647,125821,125,3433,16899,2973,1787,4289,4535,3315,1174,0.002166415394466599,0.00941859812109397
5085,5112,1,2634,447,0,124,133,109,81,27,4.982386341618242e-05,0.005309734513274336
119070,120420,125,3860,20385,1685,4414,6312,5505,2469,1350,0.0024911931708091212,0.011337868480725623
1805,1914,1,16881,842,82,760,0,0,0,109,0.0002011407819394031,0.06038781163434903
185357,191238,4750,9511,58882,16106,0,42776,0,0,5881,0.0108523755833544,0.03172796279611776
5389,5739,1,11130,2356,708,1045,603,0,0,350,0.0006458648961356981,0.06494711449248469
1996,2134,1,12449,879,466,72,341,0,0,138,0.0002546553019049324,0.06913827655310621
6680,6722,1,2617,655,0,188,192,177,98,42,7.750378753628376e-05,0.006287425149700598
495,522,1,12103,281,100,86,95,0,0,27,4.982386341618242e-05,0.05454545454545454
84100,85066,4750,2831,17430,1882,2100,4174,4918,4356,966,0.0017825871133345266,0.011486325802615934
5249,5280,1,3295,471,70,58,150,113,80,31,5.720517651487611e-05,0.005905886835587731
124916,125838,125,2819,16771,0,4398,4730,4295,3348,922,0.001701392669248896,0.007380960005123443
121787,123381,125,3701,19119,2059,6681,2657,4420,3302,1594,0.0029414532698294363,0.013088424872933893
7304,7337,1,947,452,33,97,132,190,0,33,6.089583306422296e-05,0.004518072289156626
77730,78476,4750,2556,16513,0,3390,4111,4729,4283,746,0.0013766148929063736,0.00959732407050045
185357,191238,4750,9511,58882,16106,0,42776,0,0,5881,0.0108523755833544,0.03172796279611776
11445,12042,1,16881,3581,688,2893,0,0,0,597,0.0011016609799800335,0.05216251638269987
81206,81988,4750,2442,16722,0,3512,4079,4654,4477,782,0.0014430467107946169,0.009629830308105313
1701,1726,1,3888,267,31,70,40,80,46,25,4.613320686683558e-05,0.014697236919459141
5763,6162,1,12126,2508,1188,736,584,0,0,399,0.0007362859815946958,0.06923477355543987
184071,200128,4750,17493,103413,16923,86490,0,0,0,16057,0.029630436106431155,0.08723264392544182
2720,2736,1,2442,327,0,84,95,89,59,16,2.9525252394774767e-05,0.0058823529411764705
10034,10517,1,17493,3357,691,2666,0,0,0,483,0.0008912935566672633,0.04813633645604943
123942,124784,125,2725,15929,0,3790,4289,4535,3315,842,0.0015537664072750221,0.00679350018557067
84405,90261,125,9342,41039,20143,0,20896,0,0,5856,0.010806242376487566,0.06937977607961614
123618,124368,125,2608,15890,0,2819,5153,4570,3348,750,0.0013839962060050674,0.006067077610056788
10222,10428,1,9511,1703,719,0,984,0,0,206,0.0003801376245827251,0.020152612013304635
184922,196874,125,12449,77080,34804,20767,21509,0,0,11952,0.02205536353889675,0.06463265593060859
9369,9878,1,12449,3000,1514,957,529,0,0,509,0.0009392720918087723,0.05432810331945779
2899,2934,1,9511,474,107,0,367,0,0,35,6.45864896135698e-05,0.012073128665056916
7127,7150,1,2626,635,0,163,200,158,114,23,4.244255031748873e-05,0.0032271643047565596
5935,5957,1,2585,584,0,141,179,155,109,22,4.0597222042815305e-05,0.0037068239258635214
3096,3130,1,2782,406,42,50,125,109,80,34,6.274116133889639e-05,0.010981912144702842
84405,90261,125,9342,41039,20143,0,20896,0,0,5856,0.010806242376487566,0.06937977607961614
2488,2585,125,3982,1815,94,304,377,629,411,97,0.00017899684264332204,0.038987138263665594
2937,2987,1,9798,493,126,0,367,0,0,50,9.226641373367116e-05,0.017024174327545116
124895,125619,125,2634,15737,0,3206,4681,4535,3315,724,0.0013360176708635582,0.005796869370271028
984,998,1,2897,248,0,50,73,72,53,14,2.5834595845427923e-05,0.014227642276422764
2131,2216,4750,2757,1818,0,375,419,506,518,85,0.00015685290334724095,0.03988737681839512
216763,221016,125,9798,48329,10729,0,37600,0,0,4253,0.007848181152186069,0.01962050718988019
78055,78801,4750,2617,16880,0,3757,4111,4729,4283,746,0.0013766148929063736,0.009557363397604253
2954,3020,1,9798,737,180,0,557,0,0,66,0.00012179166612844591,0.02234258632362898
2735,2757,1,2697,387,0,80,105,128,74,22,4.0597222042815305e-05,0.008043875685557587
185357,191238,4750,9511,58882,16106,0,42776,0,0,5881,0.0108523755833544,0.03172796279611776
679,731,1,9342,367,168,0,199,0,0,52,9.5957070283018e-05,0.07658321060382917
9575,10095,1,16881,3339,548,2791,0,0,0,520,0.00095957070283018,0.05430809399477807
5073,5093,1,2778,434,0,126,144,106,58,20,3.690656549346846e-05,0.003942440370589394
79988,80759,4750,2618,17087,0,3825,4252,4727,4283,771,0.0014227480997732092,0.009638945841876282
7552,7733,1,9511,1351,509,0,842,0,0,181,0.00033400441771588954,0.02396716101694915
3153,3172,1,3047,311,40,45,96,87,43,19,3.506123721879504e-05,0.0060260069774817635
10191,10319,1,9511,1453,451,0,1002,0,0,128,0.00023620201915819814,0.012560102050829162
2061,2082,1,3047,305,48,22,93,86,56,21,3.875189376814188e-05,0.010189228529839884
3251,3448,1,9342,1274,717,0,557,0,0,197,0.00036352967011066435,0.060596739464780065
216763,221016,125,9798,48329,10729,0,37600,0,0,4253,0.007848181152186069,0.01962050718988019
121867,123331,125,3893,17980,2202,5556,2488,4299,3435,1464,0.0027015605941218914,0.01201309624426629
4830,4868,1,3188,481,85,71,131,112,82,38,7.012247443759008e-05,0.007867494824016562
218046,232137,125,16881,91632,12778,78854,0,0,0,14091,0.026002520718423204,0.06462397842657054
5197,5263,1,3456,614,192,61,151,137,73,66,0.00012179166612844591,0.012699634404464115
3076,3091,1,2633,306,0,86,90,83,47,15,2.7679924120101345e-05,0.004876462938881665
5902,5998,1,4119,793,178,228,122,162,103,96,0.0001771515143686486,0.01626567265333785
81845,82572,4750,2612,17434,0,3427,4790,4975,4242,727,0.0013415536556875786,0.008882644022237155
124559,125897,125,3456,17952,3293,1743,5143,4471,3302,1338,0.00246904923151304,0.010741897414076863
10257,10738,1,17493,3146,584,2562,0,0,0,481,0.0008876029001179164,0.046894803548795945
5080,5192,1,9511,1148,336,0,812,0,0,112,0.00020667676676342338,0.02204724409448819
84100,85066,4750,2831,17430,1882,2100,4174,4918,4356,966,0.0017825871133345266,0.011486325802615934
220209,234920,125,17493,93899,15045,78854,0,0,0,14711,0.027146624248720726,0.06680471733671194
3832,4149,1,17493,1884,300,1584,0,0,0,317,0.0005849690630714751,0.08272442588726514
955,966,1,2795,258,0,54,72,83,49,11,2.0298611021407652e-05,0.011518324607329843
184806,190651,4750,9798,58960,16184,0,42776,0,0,5845,0.010785943765466158,0.03162776100343062
5663,5719,1,3050,609,88,75,181,162,103,56,0.00010333838338171169,0.009888751545117428
184922,196874,125,12449,77080,34804,20767,21509,0,0,11952,0.02205536353889675,0.06463265593060859
118164,118904,125,2469,15229,0,3286,4371,4190,3382,740,0.001365542923258333,0.006262482651230493
574,618,1,9342,315,110,0,205,0,0,44,8.119444408563061e-05,0.07665505226480836
5443,5470,1,2684,481,0,122,151,126,82,27,4.982386341618242e-05,0.004960499724416682
3782,3805,1,2679,456,0,120,131,117,88,23,4.244255031748873e-05,0.006081438392384982
7244,7281,1,2831,634,65,91,205,176,97,37,6.827714616291665e-05,0.005107675317504142
2727,2780,4750,947,1896,41,186,225,1444,0,53,9.780239855769142e-05,0.019435276861019434
5781,5831,1,3433,690,137,102,191,160,100,50,9.226641373367116e-05,0.00864902266043937
7277,7627,1,6594,2763,33,2093,637,0,0,350,0.0006458648961356981,0.048096743163391506
4052,4278,1,11130,1758,617,615,526,0,0,226,0.0004170441900761936,0.05577492596248766
7259,7288,1,2671,646,0,173,201,158,114,29,5.351451996552927e-05,0.003995040639206502
124050,124948,125,2662,16044,0,3534,4976,4152,3382,898,0.0016571047906567338,0.0072390165255945185
40430,50442,4750,16881,60697,14856,45841,0,0,0,10012,0.018475426686030312,0.24763789265396982
4738,5058,1,17493,2163,428,1735,0,0,0,320,0.0005905050478954954,0.0675390460109751
2003,2018,1,3456,295,42,86,37,74,56,15,2.7679924120101345e-05,0.0074887668497254116
7050,7080,1,2576,630,0,171,191,156,112,30,5.535984824020269e-05,0.00425531914893617
6108,6150,1,2757,642,0,190,212,134,106,42,7.750378753628376e-05,0.0068762278978389
4099,4389,1,9342,1887,1040,0,847,0,0,290,0.0005351451996552926,0.07074896316174677
1697,1892,1,16881,1106,105,1001,0,0,0,195,0.00035983901356131747,0.11490866234531526
4286,4587,1,16881,1982,338,1644,0,0,0,301,0.0005554438106767003,0.07022865142323845
3130,3365,1,12103,1450,616,355,479,0,0,235,0.0004336521445482544,0.07507987220447285
114847,123631,125,12126,60525,22821,19209,18495,0,0,8784,0.01620936356473135,0.07648436615671285
40430,50442,4750,16881,60697,14856,45841,0,0,0,10012,0.018475426686030312,0.24763789265396982
79978,80760,4750,2469,16672,0,3692,3849,4654,4477,782,0.0014430467107946169,0.00977768886443772
121506,122381,125,2726,16864,0,3893,5249,4420,3302,875,0.0016146622403392452,0.0072012904712524485
4160,4223,1,9798,786,201,0,585,0,0,63,0.00011625568130442565,0.01514423076923077
5518,5544,1,2608,476,0,110,156,128,82,26,4.7978535141509e-05,0.004711852120333454
1950,2322,125,11130,2628,1083,728,817,0,0,372,0.0006864621181785134,0.19076923076923077
4825,5063,1,12126,1913,476,897,540,0,0,238,0.0004391881293722747,0.049326424870466325
1168,1172,1,2608,187,0,31,57,55,44,4,7.381313098693692e-06,0.003424657534246575
78600,79723,4750,3050,17849,2672,2104,3856,4975,4242,1123,0.0020723036524582543,0.014287531806615777
7709,7888,1,9798,1443,601,0,842,0,0,179,0.0003303137611665427,0.023219613438837723
216763,221016,125,9798,48329,10729,0,37600,0,0,4253,0.007848181152186069,0.01962050718988019
83586,84444,4750,2725,17382,0,4263,3845,4918,4356,858,0.001583291659669797,0.010264876893259637
3940,3968,1,2897,488,0,147,122,136,83,28,5.1669191690855846e-05,0.007106598984771574
6384,6453,1,3456,715,111,244,98,152,110,69,0.0001273276509524662,0.010808270676691729
2919,2952,1,4357,472,50,138,134,101,49,33,6.089583306422296e-05,0.011305241521068859
3716,3744,1,3311,377,60,32,123,94,68,28,5.1669191690855846e-05,0.007534983853606028
5847,5874,1,2634,570,0,160,184,137,89,27,4.982386341618242e-05,0.004617752693689072
5155,5178,1,2671,440,0,114,135,110,81,23,4.244255031748873e-05,0.0044616876818622695
5163,5457,1,17493,2291,346,1945,0,0,0,294,0.0005425265127539864,0.05694363742010459
1697,1892,1,16881,1106,105,1001,0,0,0,195,0.00035983901356131747,0.11490866234531526
1359,1437,1,9342,666,351,0,315,0,0,78,0.000143935605424527,0.05739514348785872
125819,126611,125,2778,16322,0,3791,4681,4535,3315,792,0.001461499993541351,0.006294756753749434
2998,3014,1,2781,388,0,115,115,101,57,16,2.9525252394774767e-05,0.00533689126084056
83879,84792,4750,2781,18070,0,4557,4307,4614,4592,913,0.0016847847147768353,0.010884726808855614
119569,120449,125,2856,15532,1481,1818,4499,4299,3435,880,0.0016238888817126122,0.007359767163729729
4283,4565,1,17493,1995,351,1644,0,0,0,282,0.0005203825734579053,0.06584169974317068
121204,122424,125,3513,16670,1840,4696,2488,4254,3392,1220,0.002251300495101576,0.010065674400184813
2901,2928,1,3047,377,45,57,111,107,57,27,4.982386341618242e-05,0.009307135470527405
40430,50442,4750,16881,60697,14856,45841,0,0,0,10012,0.018475426686030312,0.24763789265396982
123618,124368,125,2608,15890,0,2819,5153,4570,3348,750,0.0013839962060050674,0.006067077610056788
119773,120495,125,2502,15045,0,2887,4586,4190,3382,722,0.0013323270143142114,0.006028069765306037
5126,5514,1,17493,2308,345,1963,0,0,0,388,0.0007159873705732882,0.07569254779555208
673,683,1,2151,336,4,8,324,0,0,10,1.845328274673423e-05,0.014858841010401188
114847,123631,125,12126,60525,22821,19209,18495,0,0,8784,0.01620936356473135,0.07648436615671285
1140,1148,1,3893,189,14,49,24,59,43,8,1.4762626197387384e-05,0.007017543859649123
6769,7130,1,17493,2553,528,2025,0,0,0,361,0.0006661635071571057,0.053331363569212586
5838,5898,1,3311,729,170,102,210,148,99,60,0.00011071969648040538,0.010277492291880781
124559,125897,125,3456,17952,3293,1743,5143,4471,3302,1338,0.00246904923151304,0.010741897414076863
6619,6661,1,3047,641,77,110,190,156,108,42,7.750378753628376e-05,0.006345369391146699
3522,3719,1,6222,1610,18,1066,526,0,0,197,0.00036352967011066435,0.05593412833617263
6653,6726,1,3305,688,137,121,171,149,110,73,0.00013470896405115988,0.010972493611904404
6314,6335,1,3305,503,51,80,118,146,108,21,3.875189376814188e-05,0.0033259423503325942
2998,3014,1,2781,388,0,115,115,101,57,16,2.9525252394774767e-05,0.00533689126084056
5690,5726,1,2633,654,0,194,213,148,99,36,6.643181788824323e-05,0.00632688927943761
